State,County,Total_Accidents,Night_Accidents,Winter_Accidents,Night_Proportion,Winter_Proportion
WV,Mason,48,14,3,0.2916666666666667,0.0625
MT,Deer Lodge,264,144,54,0.5454545454545454,0.20454545454545456
ND,Ransom,25,12,0,0.48,0.0
ND,Dickey,33,12,1,0.36363636363636365,0.030303030303030304
AR,Yell,109,54,0,0.4954128440366973,0.0
MO,Henry,3,0,0,0.0,0.0
IA,Butler,6,2,0,0.3333333333333333,0.0
MS,Attala,10,0,0,0.0,0.0
AR,Scott,78,19,1,0.24358974358974358,0.01282051282051282
KS,Brown,3,0,0,0.0,0.0
MT,Hill,145,51,9,0.35172413793103446,0.06206896551724138
SD,Ziebach,2,0,0,0.0,0.0
CT,Northwest Hills,278,109,15,0.3920863309352518,0.0539568345323741
AR,Van Buren,71,6,3,0.08450704225352113,0.04225352112676056
ND,Traill,144,63,21,0.4375,0.14583333333333334
IA,Wayne,26,4,9,0.15384615384615385,0.34615384615384615
MT,Dawson,243,112,40,0.4609053497942387,0.1646090534979424
WV,Wirt,8,1,0,0.125,0.0
MT,Blaine,78,48,6,0.6153846153846154,0.07692307692307693
AR,Pike,35,0,2,0.0,0.05714285714285714
MT,Treasure,153,54,29,0.35294117647058826,0.1895424836601307
AL,De Kalb,1,0,0,0.0,0.0
ND,Mountrail,36,4,2,0.1111111111111111,0.05555555555555555
KY,Estill,4,0,0,0.0,0.0
MT,Fergus,237,89,23,0.3755274261603376,0.0970464135021097
WV,Mingo,16,6,0,0.375,0.0
ND,Hettinger,15,0,2,0.0,0.13333333333333333
VA,Covington (City),4,2,0,0.5,0.0
AR,Logan,26,1,0,0.038461538461538464,0.0
MO,Audrain,31,0,0,0.0,0.0
MT,Valley,66,25,3,0.3787878787878788,0.045454545454545456
MT,Liberty,7,0,0,0.0,0.0
VA,Falls Church (City),11,5,0,0.45454545454545453,0.0
AR,Lincoln,62,23,0,0.3709677419354839,0.0
ID,Butte,26,12,2,0.46153846153846156,0.07692307692307693
WV,Morgan,47,0,0,0.0,0.0
ND,Emmons,28,13,3,0.4642857142857143,0.10714285714285714
AR,Randolph,77,21,0,0.2727272727272727,0.0
ND,Slope,14,0,2,0.0,0.14285714285714285
ND,McHenry,62,25,5,0.4032258064516129,0.08064516129032258
MT,Garfield,22,0,1,0.0,0.045454545454545456
KS,Washington,1,0,0,0.0,0.0
MS,Jasper,8,1,0,0.125,0.0
VA,Salem (City),25,1,0,0.04,0.0
OK,Dewey,4,0,0,0.0,0.0
OK,Woodward,4,2,0,0.5,0.0
AR,Cleburne,94,19,10,0.20212765957446807,0.10638297872340426
AR,Jackson,101,41,17,0.40594059405940597,0.16831683168316833
KS,Elk,8,2,1,0.25,0.125
ND,Burleigh,178,65,10,0.3651685393258427,0.056179775280898875
ND,LaMoure,33,8,4,0.24242424242424243,0.12121212121212122
NE,Harlan,18,3,0,0.16666666666666666,0.0
AR,Newton,30,4,0,0.13333333333333333,0.0
TX,Borden,1,0,0,0.0,0.0
ND,Richland,85,15,7,0.17647058823529413,0.08235294117647059
KY,Logan,25,10,0,0.4,0.0
AR,Stone,39,0,4,0.0,0.10256410256410256
MO,Cedar,2,0,0,0.0,0.0
AR,Searcy,67,2,7,0.029850746268656716,0.1044776119402985
KY,Crittenden,8,0,0,0.0,0.0
KS,Rice,3,0,0,0.0,0.0
ND,Ramsey,27,7,4,0.25925925925925924,0.14814814814814814
GA,Seminole,11,1,0,0.09090909090909091,0.0
NE,Dixon,1,0,0,0.0,0.0
TN,Morgan,23,5,0,0.21739130434782608,0.0
KS,Anderson,4,0,0,0.0,0.0
ND,Divide,21,3,0,0.14285714285714285,0.0
ND,McKenzie,160,45,0,0.28125,0.0
AR,Clay,65,24,0,0.36923076923076925,0.0
VA,Williamsburg (City),9,3,0,0.3333333333333333,0.0
MT,Richland,79,51,2,0.6455696202531646,0.02531645569620253
ND,Nelson,22,7,2,0.3181818181818182,0.09090909090909091
TX,Brown,27,0,0,0.0,0.0
TX,Karnes,19,0,0,0.0,0.0
ND,Walsh,24,6,3,0.25,0.125
MT,Wheatland,45,15,3,0.3333333333333333,0.06666666666666667
MT,Golden Valley,56,9,3,0.16071428571428573,0.05357142857142857
KS,Hamilton,2,0,0,0.0,0.0
MO,Macon,14,3,0,0.21428571428571427,0.0
MD,Saint Marys,4,3,0,0.75,0.0
KY,Carlisle,5,0,0,0.0,0.0
ND,Dunn,60,34,1,0.5666666666666667,0.016666666666666666
IL,Dewitt,1,0,0,0.0,0.0
MO,Monroe,7,1,0,0.14285714285714285,0.0
WV,Wetzel,10,3,0,0.3,0.0
AR,Ouachita,138,41,0,0.2971014492753623,0.0
MO,Chariton,2,0,0,0.0,0.0
WV,Grant,18,3,0,0.16666666666666666,0.0
MT,Judith Basin,112,38,16,0.3392857142857143,0.14285714285714285
KS,Republic,2,0,0,0.0,0.0
KS,Crawford,23,8,2,0.34782608695652173,0.08695652173913043
SD,Meade,7,1,0,0.14285714285714285,0.0
SD,Butte,5,5,1,1.0,0.2
GA,Quitman,9,7,0,0.7777777777777778,0.0
ND,Burke,17,0,0,0.0,0.0
NE,Morrill,16,0,0,0.0,0.0
KS,Stanton,4,0,0,0.0,0.0
SD,Harding,9,0,0,0.0,0.0
MO,Oregon,1,0,0,0.0,0.0
ND,Wells,34,17,5,0.5,0.14705882352941177
AR,Little River,16,1,0,0.0625,0.0
MO,Reynolds,1,0,0,0.0,0.0
KS,Greenwood,4,0,0,0.0,0.0
KS,Barber,11,0,0,0.0,0.0
LA,St Bernard,1,0,0,0.0,0.0
ND,Foster,17,6,1,0.35294117647058826,0.058823529411764705
TX,Bailey,12,5,0,0.4166666666666667,0.0
KS,Meade,11,0,0,0.0,0.0
IN,Blackford,1,0,0,0.0,0.0
MO,Stoddard,12,0,0,0.0,0.0
KY,Owsley,1,0,0,0.0,0.0
KS,Chautauqua,4,0,0,0.0,0.0
AR,Lafayette,16,2,0,0.125,0.0
ND,Sargent,32,7,0,0.21875,0.0
WV,Lincoln,13,4,0,0.3076923076923077,0.0
MT,Petroleum,19,8,2,0.42105263157894735,0.10526315789473684
AR,Woodruff,7,0,0,0.0,0.0
KS,Clark,13,0,0,0.0,0.0
ND,McLean,20,3,0,0.15,0.0
ND,Pembina,20,2,1,0.1,0.05
TX,Mason,4,0,0,0.0,0.0
WI,Pepin,7,0,0,0.0,0.0
AR,Sharp,40,14,0,0.35,0.0
TX,Hemphill,5,0,0,0.0,0.0
AR,Marion,12,0,0,0.0,0.0
ND,Billings,35,13,5,0.37142857142857144,0.14285714285714285
TX,Hamilton,7,5,0,0.7142857142857143,0.0
ND,Bowman,11,0,0,0.0,0.0
SD,Lincoln,16,7,0,0.4375,0.0
KS,Pawnee,14,1,0,0.07142857142857142,0.0
KS,Pratt,21,8,0,0.38095238095238093,0.0
ND,Renville,2,0,0,0.0,0.0
TX,Ochiltree,4,0,0,0.0,0.0
TX,Matagorda,2,0,0,0.0,0.0
WI,Iron,9,7,7,0.7777777777777778,0.7777777777777778
KY,Todd,12,0,0,0.0,0.0
NC,Camden,8,3,0,0.375,0.0
KY,Wayne,5,0,0,0.0,0.0
KS,Kingman,8,0,0,0.0,0.0
TX,Duval,2,0,0,0.0,0.0
NE,Polk,10,8,0,0.8,0.0
MO,Carter,6,0,5,0.0,0.8333333333333334
ND,Steele,3,0,1,0.0,0.3333333333333333
ND,Sioux,19,7,2,0.3684210526315789,0.10526315789473684
NE,Webster,6,0,0,0.0,0.0
TX,Hansford,4,0,0,0.0,0.0
ND,Benson,12,0,1,0.0,0.08333333333333333
WA,Garfield,1,0,0,0.0,0.0
NE,Banner,8,0,0,0.0,0.0
ND,Golden Valley,19,13,0,0.6842105263157895,0.0
MT,McCone,19,2,0,0.10526315789473684,0.0
ND,Bottineau,8,3,1,0.375,0.125
SD,Lawrence,6,0,0,0.0,0.0
ND,Pierce,9,6,1,0.6666666666666666,0.1111111111111111
SD,Fall River,1,0,0,0.0,0.0
NE,Valley,1,0,0,0.0,0.0
ND,Griggs,13,3,0,0.23076923076923078,0.0
KS,Hodgeman,17,0,0,0.0,0.0
NE,Red Willow,3,0,0,0.0,0.0
MO,St Clair,4,2,0,0.5,0.0
ND,Eddy,4,0,0,0.0,0.0
MT,Sheridan,10,4,0,0.4,0.0
ND,Grant,10,0,0,0.0,0.0
NE,Nance,3,0,0,0.0,0.0
NE,Knox,1,0,0,0.0,0.0
WI,Saint Croix,2,0,2,0.0,1.0
WV,Calhoun,1,0,0,0.0,0.0
WV,Gilmer,4,2,0,0.5,0.0
WV,Pleasants,1,0,0,0.0,0.0
ND,Logan,10,1,0,0.1,0.0
MT,Fallon,7,0,4,0.0,0.5714285714285714
ND,McIntosh,11,2,0,0.18181818181818182,0.0
SD,Brule,13,0,0,0.0,0.0
AR,Izard,6,0,0,0.0,0.0
KS,Bourbon,11,5,0,0.45454545454545453,0.0
NC,Mcdowell,1,0,0,0.0,0.0
NE,Antelope,8,0,0,0.0,0.0
NE,Sherman,6,0,3,0.0,0.5
ND,Rolette,6,0,0,0.0,0.0
NE,Boyd,6,0,0,0.0,0.0
ND,Mercer,1,0,0,0.0,0.0
IA,Taylor,5,0,0,0.0,0.0
MO,Maries,11,0,0,0.0,0.0
WV,Monroe,2,1,0,0.5,0.0
KY,Cumberland,1,0,0,0.0,0.0
IL,Hamilton,4,0,0,0.0,0.0
KY,Taylor,3,0,0,0.0,0.0
KY,Breckinridge,3,0,0,0.0,0.0
NE,Holt,8,2,0,0.25,0.0
KY,Green,2,0,0,0.0,0.0
IN,Orange,16,4,0,0.25,0.0
KS,Jewell,2,0,0,0.0,0.0
SD,McCook,4,2,0,0.5,0.0
KS,Rush,5,1,0,0.2,0.0
IA,Emmet,5,0,0,0.0,0.0
MT,Daniels,1,0,0,0.0,0.0
NE,Jefferson,2,0,0,0.0,0.0
SD,Beadle,12,0,0,0.0,0.0
VA,Buena Vista (City),2,2,0,1.0,0.0
AR,Lee,1,0,0,0.0,0.0
MO,Douglas,1,0,0,0.0,0.0
MN,Traverse,3,1,0,0.3333333333333333,0.0
MO,Dade,1,0,0,0.0,0.0
KS,Nemaha,2,0,0,0.0,0.0
ND,Oliver,3,0,0,0.0,0.0
MO,Hickory,1,0,0,0.0,0.0
TN,Lake,1,1,0,1.0,0.0
SD,Corson,7,0,0,0.0,0.0
NE,Wheeler,1,0,0,0.0,0.0
MS,Jefferson,6,0,0,0.0,0.0
MO,Adair,6,0,0,0.0,0.0
MO,Clark,3,3,0,1.0,0.0
MO,Shannon,1,1,0,1.0,0.0
NC,Hyde,6,5,0,0.8333333333333334,0.0
MI,Baraga,7,0,0,0.0,0.0
KS,Norton,6,0,6,0.0,1.0
NM,Los Alamos,2,2,0,1.0,0.0
SD,Charles Mix,9,8,0,0.8888888888888888,0.0
SD,Davison,3,2,0,0.6666666666666666,0.0
SD,Bon Homme,1,0,0,0.0,0.0
KS,Phillips,7,0,5,0.0,0.7142857142857143
SD,Lake,3,2,0,0.6666666666666666,0.0
SD,Kingsbury,2,0,0,0.0,0.0
ME,Piscataquis,2,1,0,0.5,0.0
MS,Choctaw,2,0,0,0.0,0.0
MS,Winston,1,0,0,0.0,0.0
GA,Lanier,4,2,0,0.5,0.0
SD,Oglala Lakota,1,0,0,0.0,0.0
NE,Box Butte,2,2,2,1.0,1.0
TX,Dickens,1,1,0,1.0,0.0
NE,Kearney,1,1,0,1.0,0.0
NE,Nuckolls,1,0,0,0.0,0.0
MO,Ozark,4,0,0,0.0,0.0
IL,Gallatin,2,0,0,0.0,0.0
OK,Jefferson,6,0,0,0.0,0.0
MI,Ontonagon,1,1,0,1.0,0.0
NE,Perkins,2,0,0,0.0,0.0
SD,Turner,1,1,1,1.0,1.0
SD,Gregory,1,1,0,1.0,0.0
KY,Johnson,1,0,0,0.0,0.0
OK,Marshall,4,2,0,0.5,0.0
MI,Gladwin,4,0,0,0.0,0.0
NE,Dawes,1,0,1,0.0,1.0
LA,Red River,1,1,0,1.0,0.0
KS,Edwards,1,1,0,1.0,0.0
NE,Brown,1,0,0,0.0,0.0
GA,Glascock,1,0,0,0.0,0.0
SD,Perkins,1,0,0,0.0,0.0
KS,Gove,1,1,0,1.0,0.0
SD,Walworth,1,0,0,0.0,0.0
SD,Jones,1,0,0,0.0,0.0
KS,Ness,1,0,0,0.0,0.0
OK,Hughes,5,0,0,0.0,0.0
OK,Woods,1,1,0,1.0,0.0
SD,Mellette,1,1,0,1.0,0.0
MO,Barry,4,2,0,0.5,0.0
NE,Blaine,1,0,0,0.0,0.0
TN,Mcminn,1,0,0,0.0,0.0
SD,Hanson,1,0,0,0.0,0.0
WI,Taylor,2,0,0,0.0,0.0
